0.00001700	1.51429	-0.4014258633712168	1.9308361445461895
0.00001831	1.51429	-0.37413346418047466	1.9219987901660636
0.00001973	1.51429	-0.3487984336194588	1.9130477958371654
0.00002125	1.51429	-0.3252744947871443	1.9031478573208278
0.00002289	1.51429	-0.30343810257076637	1.8931391288524662
0.00002466	1.51429	-0.28316120259992406	1.8820825231876106
0.00002656	1.51429	-0.26433504510351347	1.8704027929964049
0.00002861	1.51429	-0.2468599564448975	1.8586180250598987
0.00003082	1.51429	-0.23063029831207038	1.8456428064584538
0.00003320	1.51429	-0.21556050110303604	1.8319764089779378
0.00003576	1.51429	-0.2015670940317256	1.8175984120926458
0.00003852	1.51429	-0.18857257732991634	1.802492830945472
0.00004149	1.51429	-0.17650482847874538	1.7866325798253038
0.00004470	1.51429	-0.16530269549666443	1.7706329152947227
0.00004815	1.51429	-0.15489185615629125	1.7531631672004226
0.00005187	1.51429	-0.14522121254486345	1.7349459480285077
0.00005587	1.51429	-0.1362353250768268	1.7158114483468823
0.00006018	1.51429	-0.1278894641654795	1.696280642833884
0.00006483	1.51429	-0.12013077090593922	1.6756406309987348
0.00006983	1.51429	-0.11291267478634893	1.6536585658343548
0.00007522	1.51429	-0.1062059951566342	1.6312464379397587
0.00008103	1.51429	-0.09996394102177955	1.6077641017922992
0.00008729	1.51429	-0.09416308407223452	1.5839141921014084
0.00009402	1.51429	-0.08876076710744404	1.5591072331785782
0.00010128	1.51429	-0.08372448725015134	1.533118743539294
0.00010910	1.51429	-0.07904872725818253	1.507334733682435
0.00011752	1.51429	-0.0746733580277547	1.4799335999318022
0.00012660	1.51429	-0.07060268907987131	1.4521421247834565
0.00013637	1.51429	-0.06678840428994809	1.423350767707579
0.00014690	1.51429	-0.06324799399611596	1.3948358556527085
0.00015824	1.51429	-0.059921049948079445	1.3648206610467601
0.00017045	1.51429	-0.056819257126511306	1.3353897716596006
0.00018361	1.51429	-0.05390373003362741	1.3045617269729506
0.00019778	1.51429	-0.051180577415972525	1.2739608459633278
0.00021305	1.51429	-0.04860938871111336	1.2425136269735262
0.00022950	1.51429	-0.04621293791731668	1.2118199590726417
0.00024722	1.51429	-0.04395400258489716	1.1806422498769984
0.00026630	1.51429	-0.04182428831285011	1.1494449969506708
0.00028686	1.51429	-0.03981975428290232	1.1183782333528922
0.00030900	1.51429	-0.03792648978064942	1.0872765833716693
0.00033286	1.51429	-0.03613587895085973	1.056488123090566
0.00035855	1.51429	-0.034442733325697146	1.0256978839995774
0.00038623	1.51429	-0.03283658831224044	0.9952703341801848
0.00041605	1.51429	-0.03131736954778778	0.9652248443488619
0.00044816	1.51429	-0.02987596629863185	0.9357889078184819
0.00048276	1.51429	-0.028508418691673372	0.9069464948522198
0.00052003	1.51429	-0.027203519768521436	0.8781918800428037
0.00056017	1.51429	-0.025966000187219822	0.8503092953950039
0.00060342	1.51429	-0.02478128768861688	0.8227190574821357
0.00065000	1.51429	-0.02365571557406884	0.7959486803939377
